date,location,location_code,latitude,longitude,temperature_mean,temperature_max,temperature_min,precipitation_sum,relative_humidity_mean,wind_speed_max,surface_pressure_mean,source,collected_at
2024-03-09,London,GBR,51.5072,-0.1276,9.75,16.92,3.79,5.32,79.84,5.41,1003.71,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-10,London,GBR,51.5072,-0.1276,13.05,18.99,6.39,0.89,58.64,13.36,1004.43,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-11,London,GBR,51.5072,-0.1276,11.26,17.75,4.06,3.34,59.56,13.04,1008.94,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-12,London,GBR,51.5072,-0.1276,8.47,14.3,1.42,0.12,69.18,17.34,1005.1,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-13,London,GBR,51.5072,-0.1276,12.74,20.06,6.02,6.32,67.63,14.67,1006.4,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-14,London,GBR,51.5072,-0.1276,10.67,17.23,4.56,4.03,65.96,9.33,1008.18,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-15,London,GBR,51.5072,-0.1276,10.19,16.87,3.72,2.41,56.1,12.04,1008.48,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-16,London,GBR,51.5072,-0.1276,9.1,16.09,2.47,0,47.36,17.17,1003.13,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-17,London,GBR,51.5072,-0.1276,10.09,17.44,3.43,1.72,69.59,25.81,1005.38,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-18,London,GBR,51.5072,-0.1276,9.16,14.81,2.33,0.69,66.62,13.97,1003.65,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-19,London,GBR,51.5072,-0.1276,8.73,14.76,2.94,2.08,61.38,16.62,1008.39,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-20,London,GBR,51.5072,-0.1276,9.12,15.86,1.7,1.26,64.29,18.46,1006.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-21,London,GBR,51.5072,-0.1276,7.96,14.23,1.23,2.16,50.59,17.81,999.95,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-22,London,GBR,51.5072,-0.1276,8.64,14.62,2.66,2.59,55.2,7.93,1004.89,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-23,London,GBR,51.5072,-0.1276,9.46,16.02,3.26,4.66,60.39,14.98,1004.47,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-24,London,GBR,51.5072,-0.1276,6.82,12.53,0.34,4.16,75.85,16.33,1003.42,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-25,London,GBR,51.5072,-0.1276,9.51,15.93,2.8,2.76,63.32,8.19,1002.86,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-26,London,GBR,51.5072,-0.1276,8.48,15.24,1.61,0,57.25,13.22,1000.95,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-27,London,GBR,51.5072,-0.1276,4.96,11.69,-1.2,0.87,62.94,11.76,1003.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-28,London,GBR,51.5072,-0.1276,9.31,15.35,2.78,6.86,66.72,13.61,1007.01,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-29,London,GBR,51.5072,-0.1276,6.31,12.22,-0.18,0.24,57.37,14.6,1012.83,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-30,London,GBR,51.5072,-0.1276,7.79,13.98,2.1,6.89,61.61,20.0,1004.86,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-03-31,London,GBR,51.5072,-0.1276,6.09,12.59,-0.98,5.16,61.3,15.95,1002.56,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-01,London,GBR,51.5072,-0.1276,5.34,11.1,-1.22,3.86,61.83,13.68,1009.26,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-02,London,GBR,51.5072,-0.1276,6.28,11.96,-0.27,0,71.16,17.58,1004.97,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-03,London,GBR,51.5072,-0.1276,4.73,10.6,-0.94,0.34,73.64,13.82,1009.45,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-04,London,GBR,51.5072,-0.1276,5.88,11.82,-0.23,0.47,68.98,15.29,1002.87,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-05,London,GBR,51.5072,-0.1276,5.94,12.67,-1.1,0,66.5,20.5,1002.93,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-06,London,GBR,51.5072,-0.1276,6.03,12.34,-0.36,2.2,66.95,14.8,1007.62,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-07,London,GBR,51.5072,-0.1276,4.95,12.25,-1.92,0.4,61.84,18.79,1003.29,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-08,London,GBR,51.5072,-0.1276,5.76,11.67,-1.45,1.79,64.92,13.21,1005.31,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-09,London,GBR,51.5072,-0.1276,5.24,12.43,-0.29,4.43,74.45,14.31,1003.14,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-10,London,GBR,51.5072,-0.1276,5.0,11.54,-1.21,2.84,72.28,18.17,1008.43,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-11,London,GBR,51.5072,-0.1276,2.54,8.37,-3.06,0.59,70.35,12.94,1004.39,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-12,London,GBR,51.5072,-0.1276,6.38,13.19,-0.25,3.27,68.03,16.88,1007.01,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-13,London,GBR,51.5072,-0.1276,4.43,9.96,-1.75,4.17,65.16,16.4,1004.56,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-14,London,GBR,51.5072,-0.1276,5.31,12.13,-1.08,2.38,61.52,17.29,999.72,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-15,London,GBR,51.5072,-0.1276,4.17,11.28,-1.8,4.29,58.67,14.96,1008.64,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-16,London,GBR,51.5072,-0.1276,3.29,10.24,-3.91,0.26,63.08,13.91,1003.2,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-17,London,GBR,51.5072,-0.1276,2.65,8.41,-3.54,4.35,67.99,18.67,1002.81,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-18,London,GBR,51.5072,-0.1276,2.87,10.21,-4.55,2.9,70.42,14.0,1007.79,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-19,London,GBR,51.5072,-0.1276,2.33,8.62,-3.48,1.91,74.86,10.7,1008.34,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-20,London,GBR,51.5072,-0.1276,1.86,8.94,-3.76,0,72.99,16.81,1008.56,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-21,London,GBR,51.5072,-0.1276,3.96,9.9,-2.79,2.51,71.22,19.19,1000.29,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-22,London,GBR,51.5072,-0.1276,4.71,10.67,-2.37,3.84,64.26,17.7,1005.78,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-23,London,GBR,51.5072,-0.1276,4.63,10.31,-2.78,4.08,69.88,11.57,1008.83,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-24,London,GBR,51.5072,-0.1276,3.97,10.24,-3.03,0,75.51,16.67,1007.65,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-25,London,GBR,51.5072,-0.1276,0.86,8.18,-4.78,1.54,71.03,7.05,1002.04,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-26,London,GBR,51.5072,-0.1276,1.0,8.02,-4.76,1.19,66.89,14.36,1002.71,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-27,London,GBR,51.5072,-0.1276,2.73,8.84,-3.17,4.38,71.24,11.27,1009.45,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-28,London,GBR,51.5072,-0.1276,1.2,6.94,-4.7,2.73,60.18,21.48,1004.81,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-29,London,GBR,51.5072,-0.1276,3.22,10.64,-2.34,3.34,67.63,16.64,1001.6,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-04-30,London,GBR,51.5072,-0.1276,2.18,8.72,-4.94,6.2,69.13,13.77,1003.35,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-01,London,GBR,51.5072,-0.1276,2.74,9.62,-4.41,0,74.45,9.59,1006.11,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-02,London,GBR,51.5072,-0.1276,0.44,6.11,-6.79,3.16,74.04,17.94,1007.89,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-03,London,GBR,51.5072,-0.1276,0.63,6.48,-5.24,3.42,67.67,16.93,1009.39,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-04,London,GBR,51.5072,-0.1276,-0.66,5.47,-6.5,2.72,78.05,19.22,1003.22,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-05,London,GBR,51.5072,-0.1276,-1.19,5.45,-8.49,3.83,68.07,13.92,1003.44,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-06,London,GBR,51.5072,-0.1276,2.41,8.5,-4.61,5.16,75.53,14.11,1005.3,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-07,London,GBR,51.5072,-0.1276,0.28,7.74,-5.26,4.32,61.18,15.12,1004.5,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-08,London,GBR,51.5072,-0.1276,-0.69,5.43,-7.05,2.82,79.64,16.2,1008.96,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-09,London,GBR,51.5072,-0.1276,0.19,5.73,-5.82,3.55,72.97,16.4,1001.91,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-10,London,GBR,51.5072,-0.1276,0.14,6.4,-7.22,0,68.92,12.26,1003.09,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-11,London,GBR,51.5072,-0.1276,0.05,6.38,-6.36,0.99,70.05,16.77,1006.41,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-12,London,GBR,51.5072,-0.1276,0.07,7.07,-6.77,3.22,68.73,19.58,1010.25,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-13,London,GBR,51.5072,-0.1276,0.72,7.51,-5.74,4.12,70.2,22.21,997.05,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-14,London,GBR,51.5072,-0.1276,-0.21,5.69,-6.12,3.44,64.06,21.42,1006.48,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-15,London,GBR,51.5072,-0.1276,1.21,7.5,-5.56,1.25,73.16,10.7,1007.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-16,London,GBR,51.5072,-0.1276,-1.16,4.52,-7.16,2.93,71.77,19.62,1005.1,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-17,London,GBR,51.5072,-0.1276,-0.59,6.26,-7.66,6.91,68.5,8.62,1011.59,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-18,London,GBR,51.5072,-0.1276,-2.14,4.35,-8.88,0,66.64,18.31,1003.92,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-19,London,GBR,51.5072,-0.1276,-1.25,4.49,-7.03,4.05,69.47,19.49,1003.64,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-20,London,GBR,51.5072,-0.1276,-0.84,4.89,-6.92,1.37,68.65,16.77,1004.25,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-21,London,GBR,51.5072,-0.1276,-1.73,4.33,-8.03,3.19,71.26,10.62,1008.82,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-22,London,GBR,51.5072,-0.1276,-2.32,3.8,-8.28,5.54,71.02,15.22,1004.28,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-23,London,GBR,51.5072,-0.1276,-2.01,5.1,-7.55,3.33,69.25,13.3,1001.38,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-24,London,GBR,51.5072,-0.1276,0.72,7.35,-6.34,0,68.03,10.99,1009.65,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-25,London,GBR,51.5072,-0.1276,-0.27,7.17,-6.1,3.84,70.77,19.87,1005.91,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-26,London,GBR,51.5072,-0.1276,-0.96,4.98,-8.21,2.1,73.91,28.64,1005.95,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-27,London,GBR,51.5072,-0.1276,-0.31,6.35,-6.53,1.83,69.26,16.16,1003.36,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-28,London,GBR,51.5072,-0.1276,0.34,5.84,-6.35,1.46,66.08,18.98,1007.78,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-29,London,GBR,51.5072,-0.1276,-0.33,5.84,-7.64,0,71.79,18.98,997.79,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-30,London,GBR,51.5072,-0.1276,-1.59,3.93,-8.47,3.42,63.54,17.34,1003.8,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-05-31,London,GBR,51.5072,-0.1276,-2.01,3.87,-8.98,3.21,70.31,18.3,1008.64,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-01,London,GBR,51.5072,-0.1276,-2.86,3.44,-8.66,0.61,73.73,12.72,1009.08,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-02,London,GBR,51.5072,-0.1276,-1.62,5.11,-7.42,6.15,72.65,18.75,1005.54,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-03,London,GBR,51.5072,-0.1276,-0.88,5.64,-7.69,4.41,84.76,15.59,1004.0,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-04,London,GBR,51.5072,-0.1276,-1.07,6.1,-7.33,7.81,73.3,16.7,1006.56,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-05,London,GBR,51.5072,-0.1276,1.45,8.58,-5.66,4.33,76.85,13.83,1002.36,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-06,London,GBR,51.5072,-0.1276,-1.17,4.48,-6.84,1.97,76.67,18.21,1004.08,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-07,London,GBR,51.5072,-0.1276,-1.12,4.67,-7.14,0.01,75.33,14.62,1007.83,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-08,London,GBR,51.5072,-0.1276,-1.29,6.17,-8.1,0,68.3,12.62,1011.22,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-09,London,GBR,51.5072,-0.1276,-1.55,5.93,-7.36,3.3,77.48,15.03,1004.7,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-10,London,GBR,51.5072,-0.1276,-2.88,2.82,-9.48,7.42,74.7,11.57,1006.49,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-11,London,GBR,51.5072,-0.1276,-0.52,6.75,-7.33,3.0,80.64,12.43,1012.28,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-12,London,GBR,51.5072,-0.1276,1.45,7.68,-5.28,0.31,75.55,16.39,1005.65,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-13,London,GBR,51.5072,-0.1276,-1.04,5.33,-6.8,2.66,75.11,18.59,1008.88,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-14,London,GBR,51.5072,-0.1276,-1.05,5.15,-7.89,3.67,69.34,20.54,1004.32,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-15,London,GBR,51.5072,-0.1276,-2.67,2.94,-9.35,2.36,77.67,19.68,999.65,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-16,London,GBR,51.5072,-0.1276,-2.06,4.6,-8.39,0,74.62,18.28,1003.68,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-17,London,GBR,51.5072,-0.1276,-0.51,6.13,-7.33,1.94,63.55,13.13,1014.47,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-18,London,GBR,51.5072,-0.1276,-1.12,4.44,-7.67,3.23,66.34,16.12,1001.51,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-19,London,GBR,51.5072,-0.1276,-1.73,4.06,-8.87,0,72.37,18.07,1005.51,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-20,London,GBR,51.5072,-0.1276,0.03,6.76,-7.45,3.14,69.09,18.1,1004.4,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-21,London,GBR,51.5072,-0.1276,-1.49,5.34,-8.55,2.29,73.07,16.67,1007.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-22,London,GBR,51.5072,-0.1276,3.33,9.0,-2.54,0.25,71.31,17.29,1006.15,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-23,London,GBR,51.5072,-0.1276,0.31,6.72,-6.89,1.34,78.29,14.47,1007.31,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-24,London,GBR,51.5072,-0.1276,0.18,6.45,-6.38,1.76,69.22,21.34,1009.41,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-25,London,GBR,51.5072,-0.1276,-0.37,5.67,-6.7,0,70.2,22.89,1007.86,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-26,London,GBR,51.5072,-0.1276,-2.1,3.45,-7.89,2.34,76.04,8.03,1001.2,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-27,London,GBR,51.5072,-0.1276,-1.45,5.99,-8.09,3.07,71.83,11.11,1000.09,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-28,London,GBR,51.5072,-0.1276,3.1,9.33,-3.46,0,78.54,16.3,1006.59,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-29,London,GBR,51.5072,-0.1276,0.66,7.61,-5.57,4.14,66.15,14.95,1004.98,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-06-30,London,GBR,51.5072,-0.1276,1.17,7.56,-5.04,0,72.94,26.19,1009.73,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-01,London,GBR,51.5072,-0.1276,2.4,8.72,-4.89,0.59,77.33,11.42,1002.78,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-02,London,GBR,51.5072,-0.1276,1.2,6.74,-5.43,3.19,69.86,14.9,1008.25,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-03,London,GBR,51.5072,-0.1276,1.37,7.09,-5.52,4.2,67.48,14.16,1005.67,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-04,London,GBR,51.5072,-0.1276,0.17,7.09,-5.38,0,72.91,24.85,1002.54,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-05,London,GBR,51.5072,-0.1276,1.5,8.68,-5.59,2.74,79.65,21.02,1004.71,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-06,London,GBR,51.5072,-0.1276,-0.6,5.54,-7.14,3.45,64.85,13.76,1006.64,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-07,London,GBR,51.5072,-0.1276,1.31,8.54,-5.48,2.15,67.56,16.65,1004.04,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-08,London,GBR,51.5072,-0.1276,2.26,8.06,-3.4,0,69.52,12.73,1002.83,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-09,London,GBR,51.5072,-0.1276,-0.36,6.14,-7.53,0.69,73.07,18.37,1008.71,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-10,London,GBR,51.5072,-0.1276,2.75,8.81,-2.91,4.04,66.56,13.21,1007.16,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-11,London,GBR,51.5072,-0.1276,2.26,8.25,-3.9,2.69,76.22,18.85,1003.22,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-12,London,GBR,51.5072,-0.1276,0.83,6.48,-6.24,1.87,70.76,17.59,1001.93,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-13,London,GBR,51.5072,-0.1276,0.76,7.17,-6.46,6.7,72.49,10.09,1006.11,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-14,London,GBR,51.5072,-0.1276,2.04,7.85,-5.39,2.41,68.5,17.78,1000.61,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-15,London,GBR,51.5072,-0.1276,1.68,7.21,-4.17,5.05,70.77,17.59,1008.62,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-16,London,GBR,51.5072,-0.1276,1.2,7.35,-5.12,2.65,73.15,20.08,1003.67,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-17,London,GBR,51.5072,-0.1276,1.89,7.92,-4.8,0,74.61,19.07,1004.62,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-18,London,GBR,51.5072,-0.1276,1.2,8.03,-6.02,0,75.03,14.17,1008.83,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-19,London,GBR,51.5072,-0.1276,2.71,9.75,-4.18,0,73.44,11.27,1006.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-20,London,GBR,51.5072,-0.1276,2.04,8.13,-4.65,3.51,68.78,25.19,1010.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-21,London,GBR,51.5072,-0.1276,3.98,10.67,-2.65,0,72.53,14.48,1009.74,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-22,London,GBR,51.5072,-0.1276,4.67,11.8,-1.46,4.17,66.56,12.96,1001.58,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-23,London,GBR,51.5072,-0.1276,2.6,9.24,-3.51,3.87,73.2,16.66,1007.67,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-24,London,GBR,51.5072,-0.1276,3.62,9.27,-3.61,4.23,65.74,14.19,1009.4,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-25,London,GBR,51.5072,-0.1276,2.46,7.98,-3.18,1.04,61.79,21.14,1003.3,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-26,London,GBR,51.5072,-0.1276,3.18,8.84,-3.01,0.2,65.97,14.53,1009.85,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-27,London,GBR,51.5072,-0.1276,1.55,7.33,-3.98,2.8,74.37,17.57,1006.79,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-28,London,GBR,51.5072,-0.1276,1.93,8.97,-5.24,5.0,70.3,14.43,1009.96,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-29,London,GBR,51.5072,-0.1276,3.47,10.04,-3.44,3.79,71.62,19.49,1007.4,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-30,London,GBR,51.5072,-0.1276,3.88,9.74,-2.66,1.26,66.7,19.14,1010.47,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-07-31,London,GBR,51.5072,-0.1276,3.69,10.4,-2.71,2.23,66.38,23.01,1005.83,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-01,London,GBR,51.5072,-0.1276,3.05,8.91,-2.66,0,64.4,10.5,1003.2,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-02,London,GBR,51.5072,-0.1276,5.15,11.32,-1.67,0,63.6,6.34,1007.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-03,London,GBR,51.5072,-0.1276,3.96,10.44,-3.21,1.46,68.57,17.01,996.22,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-04,London,GBR,51.5072,-0.1276,3.86,9.48,-2.03,5.4,71.5,11.77,1011.25,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-05,London,GBR,51.5072,-0.1276,6.19,11.92,0.02,2.73,64.98,16.89,1003.47,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-06,London,GBR,51.5072,-0.1276,7.41,13.07,0.24,0,73.97,15.08,1000.53,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-07,London,GBR,51.5072,-0.1276,6.05,12.54,0.28,2.71,66.59,16.39,1004.09,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-08,London,GBR,51.5072,-0.1276,4.01,9.63,-3.34,1.57,66.86,14.64,1003.81,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-09,London,GBR,51.5072,-0.1276,5.73,12.26,-0.64,0,65.86,13.88,1007.92,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-10,London,GBR,51.5072,-0.1276,6.81,13.39,0.54,2.31,61.96,16.11,1000.41,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-11,London,GBR,51.5072,-0.1276,4.19,11.65,-2.19,1.12,61.6,17.14,1004.18,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-12,London,GBR,51.5072,-0.1276,5.75,11.54,-0.46,2.17,66.53,15.67,1007.59,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-13,London,GBR,51.5072,-0.1276,8.89,15.02,2.1,0.45,58.79,21.16,1009.95,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-14,London,GBR,51.5072,-0.1276,6.76,12.82,1.02,6.17,55.04,15.77,1007.53,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-15,London,GBR,51.5072,-0.1276,7.91,14.36,2.31,0.31,70.44,19.26,1007.9,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-16,London,GBR,51.5072,-0.1276,9.67,17.0,3.56,1.77,61.75,13.26,999.21,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-17,London,GBR,51.5072,-0.1276,9.23,15.74,2.16,3.52,65.31,25.78,1000.64,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-18,London,GBR,51.5072,-0.1276,8.71,14.8,2.23,6.59,73.29,14.94,1007.24,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-19,London,GBR,51.5072,-0.1276,7.83,14.52,0.82,0.94,56.73,20.15,1002.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-20,London,GBR,51.5072,-0.1276,5.4,11.57,-1.98,4.55,55.83,15.08,1008.39,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-21,London,GBR,51.5072,-0.1276,8.96,15.29,2.71,0.98,65.04,18.18,1004.57,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-22,London,GBR,51.5072,-0.1276,6.8,13.84,0.28,1.83,58.24,12.98,1007.79,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-23,London,GBR,51.5072,-0.1276,7.43,13.36,1.32,0.56,64.27,13.0,1005.77,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-24,London,GBR,51.5072,-0.1276,9.06,14.89,3.41,8.25,62.64,19.0,1006.9,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-25,London,GBR,51.5072,-0.1276,11.75,18.49,5.59,5.81,65.11,16.94,1006.14,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-26,London,GBR,51.5072,-0.1276,8.87,15.5,3.12,4.86,65.05,13.69,1004.37,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-27,London,GBR,51.5072,-0.1276,10.24,17.71,4.38,0.73,71.03,18.6,1003.0,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-28,London,GBR,51.5072,-0.1276,8.94,16.39,2.53,4.97,60.29,15.41,1003.05,demo_generator,2026-07-10T04:13:34.892091+00:00
2024-08-29,London,GBR,51.5072,-0.1276,9.69,16.97,3.28,7.21,58.67,19.95,1010.0,demo_generator,2026-07-10T04:13:34.892091+00:00
